x0001,y0001
-0.2,0.0004458877
-0.1990196078,0.0005205965
-0.1980392157,0.0005881971
-0.1970588235,0.0006436872
-0.1960784314,0.0006835305
-0.1950980392,0.00070605
-0.1941176471,0.0007115412
-0.1931372549,0.0007021118
-0.1921568627,0.0006812956
-0.1911764706,0.0006535265
-0.1901960784,0.0006235604
-0.1892156863,0.0005959326
-0.1882352941,0.0005745059
-0.187254902,0.00056214
-0.1862745098,0.0005604802
-0.1852941176,0.0005698517
-0.1843137255,0.0005892389
-0.1833333333,0.0006163456
-0.1823529412,0.0006477398
-0.1813725490,0.0006791059
-0.1803921569,0.0007056161
-0.1794117647,0.0007224226
-0.1784313725,0.0007252328
-0.1774509804,0.0007108943
-0.1764705882,0.0006778926
-0.1754901961,0.0006266496
-0.1745098039,0.0005595394
-0.1735294118,0.0004805818
-0.1725490196,0.0003948464
-0.1715686275,0.0003076636
-0.1705882353,0.0002237968
-0.1696078431,0.0001467496
-0.168627451,0.0000783580
-0.1676470588,0.0000187602
-0.1666666667,-0.0000332472
-0.1656862745,-0.000079552
-0.1647058824,-0.000121928
-0.1637254902,-0.0001612954
-0.1627450980,-0.0001972356
-0.1617647059,-0.0002279027
-0.1607843137,-0.0002503873
-0.1598039216,-0.0002614843
-0.1588235294,-0.000258715
-0.1578431373,-0.0002413833
-0.1568627451,-0.0002114142
-0.1558823529,-0.0001737486
-0.1549019608,-0.000136136
-0.1539215686,-0.0001082815
-0.1529411765,-0.0001004269
-0.1519607843,-0.0001215783
-0.1509803922,-0.0001776812
-0.15,-0.000270095
-0.1490196078,-0.0003946949
-0.1480392157,-0.0005418464
-0.1470588235,-0.0006973465
-0.1460784314,-0.0008442536
-0.1450980392,-0.0009653457
-0.1441176471,-0.0010458067
-0.1431372549,-0.001075668
-0.1421568627,-0.0010515477
